segment,size,pct,avg_spending,median_spending,pct_high_value,avg_orders,pct_repeat,pct_sp,top_category,avg_recency
0,38353,41.06404848069552,52.891470289156,44.79,0.5918702578677026,1.0234922952572159,2.190180689906917,43.59502516100435,others,277.8759940552238
1,38143,40.83920426561596,226.5740935427208,149.9,11.223553469837192,1.0416852371339433,3.6939936554544737,38.360905015337025,others,272.1947932779278
2,16902,18.096747253688516,102.89960004733167,81.9,1.2602058927937523,1.0397586084487043,3.490711158442788,46.1720506448941,others,69.93018577683114
