rules_count,avg_support,avg_confidence,avg_lift,avg_cosine,avg_kulczynski,avg_all_confidence,avg_max_confidence,avg_imbalance_ratio
25,0.015692307692307693,0.5293419969237947,6.844597701347862,0.2023680034491594,0.31573034431778096,0.10205107845956979,0.5294096101759922,0.7172472487529059
