rules_count,avg_support,avg_confidence,avg_lift,avg_cosine,avg_kulczynski,avg_all_confidence,avg_max_confidence,avg_imbalance_ratio
2,0.01406702523789822,0.8015350877192982,45.05372807017544,0.7960979398444399,0.8015350877192982,0.7083333333333333,0.8947368421052632,0.19230769230769243
